"REGION"|"WBAN_ID"|"STATION_NAME"|"STATE_PROVINCE"|"COUNTY"|"COUNTRY"|"EXTENDED_NAME"|"CALL_SIGN"|"STATION_TYPE"|"DATE_ASSIGNED"|"BEGIN_DATE"|"COMMENTS"|"LOCATION"|"ELEV_OTHER"|"ELEV_GROUND"|"ELEV_RUNWAY"|"ELEV_BAROMETRIC"|"ELEV_STATION"|"ELEV_UPPER_AIR"
"137/037"|"03702"|"KENANSVILLE"|"NC"||"US"|"DUPLIN CO AP"|"DPL"|"AWOS"||||||||||
"137/037"|"03703"|"EDENTON"|"NC"||"US"|"NORTHEAST RGNL AP"|"EDE"|"AWOS"||||||||||
"137/037"|"03704"|"EMPORIA"|"VA"||"US"|"EMPORIA-BREENVILLE RGNL AP"|"EMV"|"AWOS"||||||||||
"137/037"|"03705"|"ELIZABETHTOWN"|"NC"||"US"|"ELIZABETHTOWN AP"|"EYF"|"AWOS"||||||||||
"137/037"|"03706"|"FREDERICKSBURG"|"VA"||"US"|"SHANNON AP"|"EZF"|"AWOS"||||||||||
"137/037"|"03707"|"FARMVILLE"|"VA"||"US"|"FARMVILLE REGIONAL AP"|"FVX"|"AWOS"||||||||||
"137/037"|"03708"|"GOLDSBORO"|"NC"||"US"|"GOLDSBORO - WAYNE MUNI AP"|"GWW"|"AWOS"||||||||||
"137/037"|"03709"|"ASHEBORO"|"NC"||"US"|"ASHEBORO MUNI AP"|"HBI"|"AWOS"||||||||||
"137/037"|"03710"|"MANASSAS"|"VA"||"US"|"MANASSAS RGNL/DAVIS FLD AP"|"HEF"|"AWOS"||||||||||
"137/037"|"03711"|"OXFORD"|"NC"||"US"|"OHENDERSON - OXFORD AP"|"HNZ"|"AWOS"||||||||||
"137/037"|"03712"|"ERWIN"|"NC"||"US"|"HARNETT CO AP"|"HRJ"|"AWOS"||||||||||
"137/037"|"03713"|"SMITHFIELD"|"NC"||"US"|"JOHNSTON CO AP"|"JNX"|"AWOS"||||||||||
"137/037"|"03714"|"LEESBURG"|"VA"||"US"|"LEESBURG EXECUTIVE AP"|"JYO"|"AWOS"||||||||||
"137/037"|"03715"|"LOUISA"|"VA"||"US"|"LOUISA CO/FREEMAN FIELD AP"|"LKU"|"AWOS"||||||||||
"137/037"|"03716"|"MELFA"|"VA"||"US"|"ACCOMACK CO AP"|"MFV"|"AWOS"||||||||||
"137/037"|"03717"|"WINCHESTER"|"VA"||"US"|"WINCHESTER RGNL AP"|"OKV"|"AWOS"||||||||||
"137/037"|"03718"|"ORANGE"|"VA"||"US"|"ORANGE CO AP"|"OMH"|"AWOS"||||||||||
"137/037"|"03719"|"SUFFOLK"|"VA"||"US"|"SUFFOLK MUNI AP"|"SFQ"|"AWOS"||||||||||
"137/037"|"03720"|"PINEHURST/SOUTHERN PINES"|"NC"||"US"|"MOORE COUNTY AP"|"SOP"|"AWOS"||||||||||
"137/037"|"03721"|"SOUTHPORT"|"NC"||"US"|"BRUNSWICK CO AP"|"SUT"|"AWOS"||||||||||
"137/037"|"03722"|"ROXBORO"|"NC"||"US"|"PERSON COUNTY AP"|"TDF"|"AWOS"||||||||||
"137/037"|"03723"|"SANFORD"|"NC"||"US"|"SANFORD-LEE CO RGNL AP"|"TTA"|"AWOS"||||||||||
"137/037"|"03724"|"WESTMINSTER"|"MI"||"US"|"CARROLL CO RGNL/J B POAGE AP"|"W54"|"AWOS"||||||||||
"137/037"|"03725"|"PETERSBURG"|"WV"||"US"|"GRANT COUNTY AP"|"W99"|"AWOS"||||||||||
"137/037"|"03726"|"WILDWOOD"|"NJ"||"US"|"CAPE MAY COUNTY AP"|"WWD"|"AWOS"|||"WWD (USE FOR CDMP PROJECT DOCS POR 5/1949-12/1991 AS WELL)"|||||||
"137/037"|"03727"|"CLINTON"|"NC"||"US"|"SAMPSON COUNTY AP"|"CTZ"|"AWOS"||||||||||
"137/037"|"03728"|"MCCLELLANVILLE 7 NE"|"SC"||"US"|"SCDNR (SANTEE COASTAL RESERVE)"||"USCRN"|||"GOES ID# CD0290A2"|||||||
"137/037"|"03729"|"ELKINS"|"WV"||"US"|"CITY OFFICE"||||||||||||
"137/037"|"03730"|"WILLIAMSBURG"|"VA"||"US"|"WILLIAMSBURG-JAMESTOWN AP"|"JGG"|"AWOS"||||||||||
"137/037"|"03731"|"LOUISBURG"|"NC"||"US"|"FRANKLIN COUNTY AP"|"LHZ"|"AWOS"||||||||||
"137/037"|"03732"|"CUMBERLAND"|"MD"||"US"|"REGIONAL AP"|"CBE"|"SAWRS/?"|||"CBE (ASSIGNED FOR CDMP PROJECT)"|||||||
"137/037"|"03733"|"ELKINS 21 ENE"|"WV"||"US"|||"USCRN"|||"GOES ID# CD0205C0"|||||||
"137/037"|"03734"|"WEST POINT"|"VA"||"US"|"MIDDLE PENINSULA REGIONAL AP"|"FYJ"|"AWOS"||||||||||
"137/037"|"03735"|"STAFFORD"|"VA"||"US"|"REGIONAL AP"|"RMN"|"AWOS"||||||||||
"137/037"|"03736"|"KILL DEVIL HILLS"|"NC"||"US"|"FIRST FLIGHT AIRPORT"|"FFA"|"AWOS"||||||||||
"137/037"|"03737"|"CURRITUCK"|"NC"||"US"|"CURRITUCK COUNTY AP"|"9W7"|"AWOS"||||||||||
"137/037"|"03738"|"ROCKINGHAM "|"NC"||"US"|"RICHMOND COUNTY AP"|"45J / RCZ"|"AWOS"|||"SIF /45J/.NOW RCZ"|||||||
"137/037"|"03739"|"CAPE CHARLES 5 ENE"|"VA"||"US"|"UNIV VA COAST RESERVE"||"USCRN"|||"GOES ID# 04F58A"|||||||
"137/037"|"03740"|"ATLANTIC CITY"|"NJ"||"US"|"MUNICIPAL AP/BADER FIELD"|"AIY"||||"AIY (ASSIGNED FOR CDMP PROJECT) POR 5/31/1971 - 11/30/1992"|||||||
"137/037"|"03741"|"WARREN FIELD AP WASHINGTON"|"NC"||"US"|"WARREN FIELD AP/WASHINGTON"|"OCW"|"FAA/AWOS"|"4/9/2005"|||||||||
"137/037"|"03742"|"DARLINGTON "|"SC"||"US"|"DARLINGTON COUNTY JETPORT AP"|"UDG"|"FAA/AWOS"|"4/9/2005"|||||||||
"137/037"|"03743"|"CRISFIELD"|"MD"||"US"||"W06"|"CG"|"8/15/2005"|||||||||
"137/037"|"03744"|"ALLIGATOR RIVER BRIDGE"|"NC"||"US"||"N/A"|"MARS"|"8/15/2005"|||||||||
"137/037"|"03745"|"LIBERTY CAUSEY"|"NC"||"US"|"CAUSEY AP"|"K2A5"|"SAWRS "|"8/15/2005"|||||||||
"137/037"|"03746"|"CHINCOTEAGUE"|"VA"||"US"||"OW8"|"CG"|"8/15/2005"|||||||||
"137/037"|"03747"|"HUDGINS MILFORD HAVEN"|"VA"||"US"||"63W"|"CG"|"8/15/2005"|||||||||
"137/037"|"03748"|" WILLIAMSBURG"|"VA"||"US"|"WILLIAMSBURG CAMP PEARY LANDING STRIP"|"W94"|"SAWRS"|"8/15/2005"|||||||||
"137/037"|"03749"|"CAMP DAVID"|"MD"||"US"|"CAMP DAVID"|"KRSP"|"USAF/ASOS"|"5/17/2006"|||||||||
"137/037"|"03750"|"CAPE LOOKOUT SHOALS"|"NC"||"US"|||"LIGHTSHIP"|"5/23/2006"|||||||||
"137/037"|"03751"|"CHARLESTON LIGHTSHIP"|"SC"||"US"|||"LIGHTSHIP"|"5/23/2006"|||||||||
"137/037"|"03752"|"NORTHEAST END"|"MA"||"US"|||"LIGHTSHIP"|"5/23/2006"|||||||||
"137/037"|"03753"|"TAIL OF THE HORSESHOE"|"VA"||"US"|||"LIGHTSHIP"|"5/23/2006"|||||||||
"137/037"|"03754"|"THIRTY FIVE FOOT CHANNEL"|"VA"||"US"|||"LIGHTSHIP"|"5/23/2006"|||||||||
"137/037"|"03755"|"OAKLAND"|"MD"||"US"|"GARRETT CO AP"|"2G4"|"AWOS"|"10/17/2006"|||||||||
"137/037"|"03756"|"EASTON"|"MD"||"US"|"NEWNAM FLD AP"|"ESN"|"AWOS"|"10/24/2006"|||||||||
"137/037"|"03757"|"ST INIGOES"|"MD"||"US"|"WEBSTER NAVAL OUTLYING FLD"|"NUI"|"AWOS"|"11/2/2006"|||||||||
"137/037"|"03758"|"DURHAM 11W"|"NC"||"US"|||"CRN"|"3/15/2007"|||||||||
"137/037"|"03759"|"CHARLOTTESVILLE 2SSE"|"VA"||"US"|||"CRN"|"3/15/2007"|||||||||
"137/037"|"03760"|"WINTER QUARTER SHOAL"|"VA"||"US"|||"LIGHTSHIP"|"5/23/2006"|||||||||
"137/037"|"03761"|"AVONDALE 2N"|"PA"||"US"|"STROUD WATER RES CTR"||"CRN"|"6/6/2006"|||||||||
"137/037"|"03762"|"KINSTON"|"NC"|"LENOIR"|"US"|"KINSTON REG JETPORT STALLINGS FLD"|"ISO"|"LAWRS/FAA/ASOS"|"6/25/2007"|||"35*19'41""N 77*36'57""W"||||||
"137/037"|"03763"|"REIDSVILLE"|"NC"||"US"|"SHILOH AP ROCKINGHAM COUNTY"|"78N"||"7/13/2007"||"SIF  FORMERLY 78N"|||||||
"137/037"|"03764"|"RALEIGH"|"NC"||"US"|"MUNI AP SITE/PRE CITY OFFICE"|||"1/8/2008"|||||||||
"137/037"|"03765"|"BERMUDA"|"UK"||"UK"|"ST DAVIDS HEAD"||"ATMOSPHERIC RADIATION"|"2/12/2008"||"POR 04/05/91-12/07/98"|"32.267N 64.667W"||||||
"137/037"|"03766"|"BERMUDA"|"UK"||"UK"|"PROSPECT HILL"||"ATMOSPHERIC RADIATION"|"2/12/2008"||"POR 12/13/1998 - CURRENT AS ASSIGNMENT DATE"|"32.308N 64.765W"||||||
"137/037"|"03767"|"WASHINGTON"|"DC"||"US"|"WASHINGTON NAVAL OBSERVATORY"|||"10/8/2008"||"POR 1842-1913"|||||||
"138/038"|"03801"|"BILOXI"|"MS"||"US"|||"CAA"||||||||||
"138/038"|"03802"|"CLARKSBURG"|"WV"||"US"||"CKB"|"WB/2ND ORDER/FAA"||||"39*17'44""N 80*13'44""W"||||||
"138/038"|"03803"|"FLAT TOP"|"WV"||"US"|||"WB/2ND ORDER"||||||||||
"138/038"|"03804"|"PARKERSBURG"|"WV"|"WOOD"|"US"|"WOOD COUNTY AP"|"PKB"|"WB/2ND ORDER/FAA/ASOS"|"11/8/2000"|"11/8/2000"|"FAA/ASOS (11/08/2000)"|"39*20'42""N 81*26'21""W"|||"858 FT"|||
"138/038"|"03805"|"RICHLANDS"|"VA"||"US"|||"WB/2ND ORDER"||||||||||
"138/038"|"03806"|"WYTHEVILLE"|"VA"||"US"|||"WB/2ND ORDER"||||||||||
"138/038"|"03807"|"GASSAWAY"|"WV"||"US"|||"WB/2ND ORDER"||||||||||
"138/038"|"03808"|"LOGAN"|"WV"||"US"|||"WB/2ND ORDER"||||||||||
"138/038"|"03809"|"DYERSBURG"|"TN"||"US"|||"CAA"||||||||||
"138/038"|"03810"|"HICKORY"|"NC"||"US"||"HKY"|"CAA/FAA"||||"35*44'28""N 81*23'23""W"||||||
"138/038"|"03811"|"JACKSON "|"TN"||"US"||"MKL"|"CAA/FAA"||||"35*35'59""N 88*54'56""W"||||||
"138/038"|"03812"|"ASHEVILLE"|"NC"||"US"|"HENDERSONVILLE APT"|"AVL"|"WBAS/NWS"||||"35*26'10""N 82*32'31""W"||||||
"138/038"|"03813"|"MACON"|"GA"||"US"|"COCHRANE FLD"|"MCN"|"WBAS/NWS"||||"32*41'34""N 83*38'58""W"||||||
"138/038"|"03814"|"CORBIN"|"KY"||"US"|||"CAA"||||||||||
"138/038"|"03815"|"PENSACOLA"|"FL"||"US"|"SAUFLEY FLD"||"NAS"||||||||||
"138/038"|"03816"|"PADUCAH"|"KY"||"US"||"PAH"|"CAA/NWS"||||"37*03'39""N 88*46'25""W"||||||
"138/038"|"03817"|"MALDEN"|"MO"||"US"|||"CAA"||||||||||
"138/038"|"03818"|"MARIANNA"|"FL"|"JACKSON"|"US"|"MARIANNA MUNI AP"|"MAI"|"CAA/ASOS/AAF/SAWRS"|"4/25/1997"|"4/15/1997"||"30*50'08""N 85*11'02""W"|||"113 FT"|||
"138/038"|"03819"|"GRAHAM"|"TN"||"US"|"INSAC"||"WB"||||||||||
"138/038"|"03820"|"AUGUSTA "|"GA"||"US"|"BUSH FLD"|"AGS"|"WBAS/NWS"||||"33*22'11""N 81*57'53""W"||||||
"138/038"|"03821"|"LA GRANGE"|"GA"||"US"|"CALLAWAY APT"||"WBAS"||||||||||
"138/038"|"03822"|"SAVANNAH"|"GA"||"US"|"CHATHAM"|"SAV"|"WBAS/NWS"||||"32*07'39""N 81*12'09""W"||||||
"138/038"|"03823"|"BELLEVILLE"|"IL"||"US"|"SCOTT FLD"||"WB"||||||||||
"138/038"|"03824"|"BLOUNTSTOWN "|"FL"||"US"|||"WB"||||||||||
"138/038"|"03825"|"CENTRALIA"|"IL"||"US"|||"WB"||||||||||
"138/038"|"03826"|"CHIPLEY"|"FL"||"US"|||"WB"||||||||||
"138/038"|"03827"|"CROSSVILLE"|"TN"||"US"|||"WB"||||||||||
"138/038"|"03828"|"GREENVILLE"|"KY"||"US"|||"WB"||||||||||
"138/038"|"03829"|"GREENEVILLE"|"TN"||"US"|||"WB"||||||||||
"138/038"|"03830"|"HUNTSVILLE"|"AL"||"US"|||"WB"||||||||||
"138/038"|"03831"|"IVANHOE"|"VA"||"US"|||"WB"||||||||||
"138/038"|"03832"|"WINDER"|"GA"||"US"|||"WB"||||||||||
"138/038"|"03833"|"PARIS"|"TN"||"US"|||"WB"||||||||||
"138/038"|"03834"|"RUSSELLVILLE"|"KY"||"US"|||"WB"||||||||||
"138/038"|"03835"|"VANDALIA"|"OH"||"US"|||"WB"||||||||||
"138/038"|"03836"|"WASHINGTON"|"IN"||"US"|||"WB"||||||||||
"138/038"|"03837"|"BOAZ"|"AL"||"US"|||"WB"||||||||||
"138/038"|"03838"|"VANDALIA"|"IL"||"US"|||"CAA"||||||||||
"138/038"|"03839"|"NASHVILLE"|"TN"||"US"|"BERRY FLD"||||||||||||
"138/038"|"03840"|"PENSACOLA"|"FL"||"US"|"ELLYSON"||"NAS"||||||||||
"138/038"|"03841"|"OAK RIDGE"|"TN"||"US"|||"WB"||||||||||
"138/038"|"03842"|"VALPARAISO"|"FL"||"US"|"ELGIN AUX NO 1"||||||||||||
"138/038"|"03843"|"VALPARAISO"|"FL"||"US"|"ELGIN AUX NO 2"||||||||||||
"138/038"|"03844"|"VALPARAISO"|"FL"||"US"|"ELGIN AUX NO 3"||||||||||||
"138/038"|"03845"|"VALPARAISO"|"FL"||"US"|"ELGIN AUX NO 6"||||||||||||
"138/038"|"03846"|"RICHMOND"|"IN"||"US"|||"SAWRS"||||||||||
"138/038"|"03847"|"CROSSVILLE"|"TN"|"CUMBERLAND"|"US"|"INSAC"|"CSV"|"CAA/FAA/ASOS"|"10/4/2000"|"10/4/2000"|"FAA/ASOS (10/04/2000)"|"35*57'05""N 85*05'06""W"|||"1881 FT"|||
"138/038"|"03848"|"NORTH"|"SC"||"US"|"NORTH AFB"||||||||||||
"138/038"|"03849"|"LONDON"|"KY"||"US"|"INSAC"|"LOZ"|"CAA/FAA"||||"37*05'14""N 84*04'37""W"||||||
"138/038"|"03850"|"CAMP RUCKER"|"AL"||"US"|||"AF"||||||||||
"138/038"|"03851"|"KNOXVILLE"|"TN"||"US"|"MCGHEE-TYSON AB"||||||||||||
"138/038"|"03852"|"VALPARAISO"|"FL"||"US"|"ELGIN 9 HURLBURT FLD"||||||||||||
"138/038"|"03853"|"MAYPORT"|"FL"||"US"|||"NAAS"||||||||||
"138/038"|"03854"|"DAWSONVILLE"|"GA"||"US"|||"WBO"||||||||||
"138/038"|"03855"|"PENSACOLA"|"FL"||"US"|"FOREST SHERMAN"||"NAS"||||||||||
"138/038"|"03856"|"HUNTSVILLE"|"AL"||"US"||"HSV"|"CAA"||||"34*38'28""N 86*46'27""W"||||||
"138/038"|"03857"|"CHARLESTON"|"SC"||"US"|||"AFB"||||||||||
"138/038"|"03858"|"EASTOVER"|"SC"||"US"|"CONGAREE AB"||||||||||||
"138/038"|"03859"|"BLUEFIELD"|"WV"|"MERCER"|"US"|"MERCER COUNTY AP"|"BLF"|"FAA/FAA/ASOS"|"11/8/2000"|"11/8/2000"|"FAA/ASOS (11/08/2000)"|"37*17'45""N 81*12'28""W"|||"2857 FT"|||
"138/038"|"03860"|"HUNTINGTON"|"WV"||"US"|"TRI-STATE APT"|"HTS"|"NWS"||||"38*22'00""N 82*33'29""W"||||||
"138/038"|"03861"|"SITE A-11 SANTA ROSA I"|"FL"||"US"|||||||||||||
"138/038"|"03862"|"SITE A-15 MOBILE PB TEAM"|"FL"||"US"|||||||||||||
"138/038"|"03863"|"RANGE 70 MOBILE PB TEAM"|"FL"||"US"|" "||||||||||||
"138/038"|"03864"|"RANGE 75"|"FL"||"US"|"ELGIN AFB"||||||||||||
"138/038"|"03865"|"MARION"|"IL"||"US"|||"SAWRS"||||||||||
"138/038"|"03866"|"MERIDIAN"|"MS"||"US"|||"NAAS"||||||||||
"138/038"|"03867"|"SOUTH WEST"|"OH"||"US"|"SPRINGFIELD MAP"||||||||||||
"138/038"|"03868"|"TERRE HAUTE"|"IL"||"US"|"HULMAN FLD"|"HUF"|"FAA"|||"SEE ALSO 93823"|"39*27'07""N 87*18'32""W"||||||
"138/038"|"03869"|"VALPARAISO"|"FL"||"US"|"ELG MOB PB/RNG 52"||||||||||||
"138/038"|"03870"|"GREENVILLE-SPARTANBURG"|"SC"||"US"||"GSP"|"NEXRAD/WBAS/NWS"||||"34*53'56""N 82*12'50""W"||||||
"138/038"|"03871"|"CINCINNATI"|"OH"||"US"|||"WBO"||||||||||
"138/038"|"03872"|"BECKLEY"|"WV"||"US"||"BKW"|"WBAS/NWS"||||"37*47'14""N 81*07'28""W"||||||
"138/038"|"03873"|"SPARTANBURG"|"SC"||"US"|"NATIONAL GUARD/FLT C"||||||||||||
"138/038"|"03874"|"FORT BENNING"|"GA"||"US"|"MCKENNA AAF"||||||||||||
"138/038"|"03875"|"FORT STEWART"|"GA"||"US"|"LIBERTY AAF"||||||||||||
"138/038"|"03876"|"VALPARAISO"|"FL"||"US"|"HOLLEY OCF"||||||||||||
"138/038"|"03877"|"SMOKY HILL"|"KS"||"US"|"BOMBING RANGE"||||||||||||
"138/038"|"03878"|"TROY"|"AL"|"PIKE"|"US"|"MUNICIPAL AP"|"TOI"|"FAA/ASOS"|"10/5/2000"|"10/5/2000"|"FAA/ASOS (10/05/2000)"|"31*51'38""N 86*00'44""W"|"397 FT"|||||
"138/038"|"03879"|"SALEM"|"IL"||"US"|"LECKROME APT"||||||||||||
"138/038"|"03880"|"POINSETTE RANGE"|"SC"||"US"|||||||||||||
"138/038"|"03881"|"CENTREVILLE"|"AL"||"US"|||||||||||||
"138/038"|"03882"|"PANAMA CITY"|"FL"||"US"||"PFN"|||||"30*12'43""N 85*40'58""W"||||||
"138/038"|"03883"|"BIRMINGHAM (CO)"|"AL"||"US"||" "|" "||||||||||
"138/038"|"03884"|"ATLANTA/GEORGIA TECH"|"GA"||"US"|||||||||||||
"138/038"|"03885"|"SHENENDOAH INDUSTRIAL PARK"|"GA"||"US"|||||||||||||
"138/038"|"03886"|" HUNTSVILLE"|"AL"||"US"||"JEEC/UAH"|||||||||||
"138/038"|"03887"|"DECATUR"|"IL"|"MACON"|"US"|"DECATUR AP"|"DEC"|"FAA/ASOS"|"11/29/2000"|"11/29/2000"|"FAA/ASOS (11/29/2000)"|"39*50'04""N 88*51'56""W"|||"682 FT"|||
"138/038"|"03888"|"ATLANTA"|"GA"|"FULTON"|"US"|"FULTON CNTY AP-BROWN FLD"|"FTY"|"FAA/ASOS"|"10/29/1998"|"10/28/1998"||"33*46'45""N 84*31'17""W"|||"841 FT"|||
"138/038"|"03889"|"JACKSON"|"KY"||"US"|||||||||||||
"138/038"|"03890"|"DECATUR"|"IL"||"US"|||"NWS/AMOS"||||||||||
"138/038"|"03891"|"ZANESVILLE"|"OH"||"US"|||"NWS/AMOS"||||||||||
"138/038"|"03892"|"AUBURN"|"AL"||"US"||"AUO"|||||||||||
"138/038"|"03893"|"BLOOMINGTON"|"IN"||"US"||"BMG"|||||"39*08'40""N 86*37'00""W"||||||
"138/038"|"03894"|"CLARKSVILLE"|"TN"|"MONTGOMERY"|"US"|"OUTLAW FIELD AP"|"CKV"|"FAA/ASOS"|"06/17/2010"|"4/10/2001"|"FAA/ASOS (4/12/2001)"|"36*37'19""N 87*24'54""W"||"560 FT"|"550 FT"|"544 FT"|"550 FT"|
"138/038"|"03895"||||" "||||||"COMBINED WITH 03888"|||||||
"138/038"|"03896"|"GADSDEN"|"AL"||"US"||"GAD"|||||||||||
"138/038"|"03897"|"COLUMBUS *"|"MS"||"US"|"GTR COLUMBUS APT"||||||||||||
"138/038"|"03898"|"HOT SPRINGS"|"NC"||"US"||"HSS"|||||||||||
"138/038"|"03899"|"JACKSON"|"KY"||"US"||"JKL"|||||"37*35'38""N 83*19'03""W"||||||
"139/039"|"03901"|"LONGVIEW"|"TX"||"US"||"GGG"|"CAA/FAA"||||"32*23'05""N 94*42'41""W"||||||
"139/039"|"03902"|"KILLEEN"|"TX"||"US"|"GRAY AFB"||||||||||||
"139/039"|"03903"|"CENTER"|"TX"||"US"|||"WB"||||||||||
"139/039"|"03904"|"COLLEGE STATION"|"TX"||"US"||"CLL"|"WB/FAA"||||"30*35'18""N 96*21'49""W"||||||
"139/039"|"03905"|"COVINGTON"|"LA"||"US"|||"WB"||||||||||
"139/039"|"03906"|"EASTLAND"|"TX"||"US"|||"WB"||||||||||
"139/039"|"03907"|"GRAHAM"|"TX"||"US"|||"WB"||||||||||
"139/039"|"03908"|"HAMMOND"|"LA"||"US"|"HAMMOND MUNI AP"||"WB / AWOS"|||"HDC (AP AND SID FOR AWOS  1990S)"|||||||
"139/039"|"03909"|"KANSAS CITY"|"KS"||"US"|"FAIRFAX FLD"||"WB"||||||||||
"139/039"|"03910"|"LIBERTY"|"TX"||"US"|||"WB"||||||||||
"139/039"|"03911"|"MADISON"|"KS"||"US"|||"WB"||||||||||
"139/039"|"03912"|"MARSHALL"|"TX"||"US"|||"WB"||||||||||
"139/039"|"03913"|"MOUNT PLEASANT"|"TX"||"US"|||"WB"||||||||||
"139/039"|"03914"|"PAOLA"|"KS"||"US"|||"WB"||||||||||
"139/039"|"03915"|"PAOLI"|"OK"||"US"|||"WB"||||||||||
"139/039"|"03916"|"VINITA"|"OK"||"US"|||"WB"||||||||||
"139/039"|"03917"|"EMPORIA"|"KS"||"US"|||"WB"||||||||||
"139/039"|"03918"|"FLIPPIN"|"AR"||"US"|||"CAA"||||||||||
"139/039"|"03919"|"SALINA"|"KS"||"US"|||"CAA"||||||||||
"139/039"|"03920"|"LOMETA"|"TX"||"US"|||||||||||||
"139/039"|"03921"|"GATESVILLE"|"TX"||"US"|"FORT HOOD NORTH"||||||||||||
"139/039"|"03922"|"GOLDTHWAITE"|"TX"||"US"|"FRIENDLY DROP 2"||||||||||||
"139/039"|"03923"|"WICHITA"|"KS"||"US"|||"AFB"||||||||||
"139/039"|"03924"|"GAGE"|"OK"||"US"|"MUNICIPAL APT"|||||"THIS NUMBER HAS BEEN PURGED FROM MMS. THE CORRECT WBAN FOR THIS STATION IS 13975"|||||||
"139/039"|"03925"|"RUSSELL "|"KS"||"US"|"MUNICIPAL APT"|||||"REMOVED - DUPLICATE OF STN 93997"|||||||
"139/039"|"03926"|"FORT SMITH"|"AR"||"US"|"CAMP CHAFFEE"||||||||||||
"139/039"|"03927"|"FORT WORTH"|"TX"||"US"||"DFW"|"WBAS/NWS"||||"32*53'47""N 97*02'28""W"||||||
"139/039"|"03928"|"WICHITA"|"KS"||"US"||"ICT"|"WBAS/NWS"||||"37*39'00""N 97*25'58""W"||||||
"139/039"|"03929"|"GRANDVIEW"|"MO"||"US"|||"WBAS"||||||||||
"139/039"|"03930"|"JACKSONVILLE"|"AR"||"US"|"LITTLE ROCK AFB"||||||||||||
"139/039"|"03931"|"CAMP POLK"|"LA"||"US"|||||||||||||
"139/039"|"03932"|"CLINTON-SHERMAN AFB"|"OK"||"US"||"CSM"|"FAA OPT"||||"35*20'23""N 99*12'01""W"||||||
"139/039"|"03933"|"KILLEEN"|"TX"||"US"|"FORT HOOD AAF"||||||||||||
"139/039"|"03934"|"NEW IBERIA"|"LA"||"US"|||"NAS"||||||||||
"139/039"|"03935"|"CAPE GIRARDEAU"|"MO"||"US"||"CGI"|"FAA"||||"37*13'31""N 89*34'14""W"||||||
"139/039"|"03936"|"MANHATTAN"|"KS"||"US"|||"FAA"||||||||||
"139/039"|"03937"|"LAKE CHARLES"|"LA"||"US"||"LCH"|"WBAS/NWS"||||"30*07'32""N 93*13'22""W"||||||
"139/039"|"03938"|"FORT LEONARD WOOD"|"MO"||"US"|"FORNEY AAF"||||||||||||
"139/039"|"03939"|"GLENMORA"|"LA"||"US"|"CLAIBORNE RANGE"||||||||||||
"139/039"|"03940"|"JACKSON"|"MS"||"US"||"JAN"|"WBAS/NWS"||||"32*18'40""N 90*04'33""W"||||||
"139/039"|"03941"|"CAMP PHILLIPS"|"KS"||"US"|"BOMB RANGE"||||||||||||
"139/039"|"03942"|"JOHNSON CITY"|"TX"||"US"|"LBJ RANCH"||||||||||||
"139/039"|"03943"|"MINERAL WELLS"|"TX"||"US"|"FORT WALTERS AF"||||||||||||
"139/039"|"03944"|"PALO PINTO"|"TX"||"US"|"DEMPSEY HELIPORT AF"||||||||||||
"139/039"|"03945"|"COLUMBIA"|"MO"||"US"||"COU"|"WBAS/NWS"||||"38*49'05""N 92*12'10""W"||||||
"139/039"|"03946"|"MONETT"|"MO"||"US"|||||||||||||
"139/039"|"03947"|"KANSAS CITY"|"MO"||"US"|"INTERNATIONAL AIRPORT"|"MCI"|"NWS"||||"39*17'57""N 94*43'04""W"||||||
"139/039"|"03948"|"NORMAN"|"OK"||"US"|||||||||||||
"139/039"|"03949"|"PEASON RIDGE RNG"|"LA"||"US"|"FORT POLK"|"KAQV"|"USAF/AWOS"|||"PREVIOUSLY ASSIGNED - UPDATED 5/19/2006"|||||||
"139/039"|"03950"|"LAWTON"|"OK"||"US"||"LAW"|"FAA"||||"34*34'04""N 98*24'59""W"||||||
"139/039"|"03951"|"LONGVIEW"|"TX"||"US"|||||||||||||
"139/039"|"03952"|"NORTH LITTLE ROCK"|"AR"||"US"||"1M1"|"OPT"||||"34*50'02""N 92*15'26""W"||||||
"139/039"|"03953"|"JONESBORO MUNICIPAL"|"AR"|"CRAIGHEAD"|"US"|"JONESBORO MUNI AP"|"JBR"|"FAA/ASOS"|"10/29/1998"|"10/28/1998"||"35*49'52""N 90*38'47""W"|||"262 FT"|||
"139/039"|"03954"|"OKLAHOMA CITY"|"OK"||"US"|"WILEY POST"||||||||||||
"139/039"|"03955"|"BROKEN ARROW"|"OK"||"US"|||||||||||||
"139/039"|"03956"|"POPLAR BLUFF"|"MS"||"US"|||"NWS/ASOS"||||||||||
"139/039"|"03957"|"MEDICINE LODGE"|"KS"||"US"||"P28"|"NWS/ASOS"|"1/13/1998"|"2/5/1998"||"37*18'00""N 98*35'00""W"|"1535 FT"|||||
"139/039"|"03958"|"ALTON"|"IL"||"US"||"ALN"|||||||||||
"139/039"|"03959"|"BARTLESVILLE"|"OK"||"US"||"BVO"|||||||||||
"139/039"|"03960"|"EAST ST. LOUIS"|"IL"|"ST CLAIR"|"US"|"DOWNTOWN PARKS AP"|"CPS"|"FAA/ASOS"|"6/2/1997"|"5/29/1997"||"38*34'17""N 90*09'26""W"|"413 FT"||"413 FT"|||
"139/039"|"03961"|"NATCHEZ"|"MS"||"US"||"HEZ"|||||||||||
